;,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012TrmlUnit,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd,,,,,
BaseVAVTrmlUnit-17,BaseVAVBox TrmlUnit-16,VAVReheatBox,BaseAirSys5-2,FrontStorageFlr2 Thermal Zone,31.676,20.25,20.25,DualMaximum,,,,,
BaseVAVTrmlUnit-21,BaseVAVBox TrmlUnit-17,VAVReheatBox,BaseAirSys5-2,RearStairsFlr2 Thermal Zone,76.956,32.408,38.478,DualMaximum,,,,,
BaseVAVTrmlUnit-25,BaseVAVBox TrmlUnit-18,VAVReheatBox,BaseAirSys5-2,RearStorageFlr2 Thermal Zone,80.687,32.41,40.343,DualMaximum,,,,,
BaseVAVTrmlUnit-3,BaseVAVBox TrmlUnit-19,VAVReheatBox,BaseAirSys5-3,CorridorFlr3 Thermal Zone,249.402,202.502,202.502,DualMaximum,,,,,
BaseVAVTrmlUnit-14,BaseVAVBox TrmlUnit-20,VAVReheatBox,BaseAirSys5-3,FrontStairsFlr3 Thermal Zone,89.205,32.4,44.602,DualMaximum,,,,,
BaseVAVTrmlUnit-18,BaseVAVBox TrmlUnit-21,VAVReheatBox,BaseAirSys5-3,FrontStorageFlr3 Thermal Zone,32.698,20.25,20.25,DualMaximum,,,,,
BaseVAVTrmlUnit-22,BaseVAVBox TrmlUnit-22,VAVReheatBox,BaseAirSys5-3,RearStairsFlr3 Thermal Zone,78.555,32.408,39.278,DualMaximum,,,,,
BaseVAVTrmlUnit-26,BaseVAVBox TrmlUnit-23,VAVReheatBox,BaseAirSys5-3,RearStorageFlr3 Thermal Zone,82.242,32.41,41.121,DualMaximum,,,,,
BaseVAVTrmlUnit-4,BaseVAVBox TrmlUnit-24,VAVReheatBox,BaseAirSys5-4,CorridorFlr4 Thermal Zone,381.417,202.502,202.502,DualMaximum,,,,,
BaseVAVTrmlUnit-15,BaseVAVBox TrmlUnit-25,VAVReheatBox,BaseAirSys5-4,FrontStairsFlr4 Thermal Zone,114.357,32.4,57.178,DualMaximum,,,,,
BaseVAVTrmlUnit-19,BaseVAVBox TrmlUnit-26,VAVReheatBox,BaseAirSys5-4,FrontStorageFlr4 Thermal Zone,48.233,20.25,24.116,DualMaximum,,,,,
BaseVAVTrmlUnit-23,BaseVAVBox TrmlUnit-27,VAVReheatBox,BaseAirSys5-4,RearStairsFlr4 Thermal Zone,104.205,32.408,52.102,DualMaximum,,,,,
BaseVAVTrmlUnit-27,BaseVAVBox TrmlUnit-28,VAVReheatBox,BaseAirSys5-4,RearStorageFlr4 Thermal Zone,109.84,32.41,54.92,DualMaximum,,,,,
ENDTABLE,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012CoilClg,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,,
BaseSys5 CoilClg,BaseSys5 CoilClg,DirectExpansion,BaseAirSys5,UNDEFINED,336825.835,351413.966,-99996,-99996,9.8,2,,,
BaseSys5 CoilClg-2,BaseSys5 CoilClg-2,DirectExpansion,BaseAirSys5-2,UNDEFINED,24067.227,25109.593,-99996,13,10.845,2,,,
BaseSys5 CoilClg-3,BaseSys5 CoilClg-3,DirectExpansion,BaseAirSys5-3,UNDEFINED,24511.753,25573.371,-99996,13,10.845,2,,,
BaseSys5 CoilClg-4,BaseSys5 CoilClg-4,DirectExpansion,BaseAirSys5-4,UNDEFINED,35162.423,36685.329,-99996,13,10.845,2,,,
GuestRoom101_SZAC CoilClg,BaseSys1 CoilClg,DirectExpansion,BaseZnSys1,GuestRoom101 Thermal Zone,5683.574,5929.733,-99996,14,12.2,-99996,,,
GuestRoom102_SZAC CoilClg,BaseSys1 CoilClg-2,DirectExpansion,BaseZnSys1-2,GuestRoom102 Thermal Zone,5710.652,5957.984,-99996,14,12.2,-99996,,,
GuestRoom103_SZAC CoilClg,BaseSys1 CoilClg-3,DirectExpansion,BaseZnSys1-3,GuestRoom103 Thermal Zone,5742.901,5991.629,-99996,14,12.2,-99996,,,
GuestRoom104_SZAC CoilClg,BaseSys1 CoilClg-4,DirectExpansion,BaseZnSys1-4,GuestRoom104 Thermal Zone,5741.427,5990.092,-99996,14,12.2,-99996,,,
GuestRoom105_SZAC CoilClg,BaseSys1 CoilClg-5,DirectExpansion,BaseZnSys1-5,GuestRoom105 Thermal Zone,5696.857,5943.591,-99996,14,12.2,-99996,,,
GuestRoom201_SZAC CoilClg,BaseSys1 CoilClg-6,DirectExpansion,BaseZnSys1-6,GuestRoom201 Thermal Zone,6895.024,7193.651,-99996,14,12.2,-99996,,,
GuestRoom202_205_SZAC CoilClg,BaseSys1 CoilClg-7,DirectExpansion,BaseZnSys1-7,GuestRoom202_205 Thermal Zone,5071.623,5291.278,-99996,14,12.2,-99996,,,
GuestRoom206_208_SZAC CoilClg,BaseSys1 CoilClg-8,DirectExpansion,BaseZnSys1-8,GuestRoom206_208 Thermal Zone,5214.526,5440.37,-99996,14,12.2,-99996,,,
GuestRoom209_212_SZAC CoilClg,BaseSys1 CoilClg-9,DirectExpansion,BaseZnSys1-9,GuestRoom209_212 Thermal Zone,4690.394,4893.538,-99996,14,12.2,-99996,,,
GuestRoom213_SZAC CoilClg,BaseSys1 CoilClg-10,DirectExpansion,BaseZnSys1-10,GuestRoom213 Thermal Zone,4810.996,5019.363,-99996,14,12.2,-99996,,,
GuestRoom214_SZAC CoilClg,BaseSys1 CoilClg-11,DirectExpansion,BaseZnSys1-11,GuestRoom214 Thermal Zone,4812.442,5020.872,-99996,14,12.2,-99996,,,
GuestRoom215_218_SZAC CoilClg,BaseSys1 CoilClg-12,DirectExpansion,BaseZnSys1-12,GuestRoom215_218 Thermal Zone,4331.222,4518.81,-99996,14,12.2,-99996,,,
GuestRoom219_SZAC CoilClg,BaseSys1 CoilClg-13,DirectExpansion,BaseZnSys1-13,GuestRoom219 Thermal Zone,4737.586,4942.774,-99996,14,12.2,-99996,,,
GuestRoom220_223_SZAC CoilClg,BaseSys1 CoilClg-14,DirectExpansion,BaseZnSys1-14,GuestRoom220_223 Thermal Zone,4295.269,4481.299,-99996,14,12.2,-99996,,,
GuestRoom224_SZAC CoilClg,BaseSys1 CoilClg-15,DirectExpansion,BaseZnSys1-15,GuestRoom224 Thermal Zone,4718.283,4922.635,-99996,14,12.2,-99996,,,
GuestRoom301_SZAC CoilClg,BaseSys1 CoilClg-16,DirectExpansion,BaseZnSys1-16,GuestRoom301 Thermal Zone,6586.403,6871.664,-99996,14,12.2,-99996,,,
GuestRoom302_305_SZAC CoilClg,BaseSys1 CoilClg-17,DirectExpansion,BaseZnSys1-17,GuestRoom302_305 Thermal Zone,4749.898,4955.619,-99996,14,12.2,-99996,,,
GuestRoom306_308_SZAC CoilClg,BaseSys1 CoilClg-18,DirectExpansion,BaseZnSys1-18,GuestRoom306_308 Thermal Zone,5146.824,5369.736,-99996,14,12.2,-99996,,,
GuestRoom309_312_SZAC CoilClg,BaseSys1 CoilClg-19,DirectExpansion,BaseZnSys1-19,GuestRoom309_312 Thermal Zone,4689.958,4893.083,-99996,14,12.2,-99996,,,
GuestRoom313_SZAC CoilClg,BaseSys1 CoilClg-20,DirectExpansion,BaseZnSys1-20,GuestRoom313 Thermal Zone,4876.768,5087.984,-99996,14,12.2,-99996,,,
GuestRoom314_SZAC CoilClg,BaseSys1 CoilClg-21,DirectExpansion,BaseZnSys1-21,GuestRoom314 Thermal Zone,4878.341,5089.625,-99996,14,12.2,-99996,,,
GuestRoom315_318_SZAC CoilClg,BaseSys1 CoilClg-22,DirectExpansion,BaseZnSys1-22,GuestRoom315_318 Thermal Zone,4460.271,4653.448,-99996,14,12.2,-99996,,,
GuestRoom319_SZAC CoilClg,BaseSys1 CoilClg-23,DirectExpansion,BaseZnSys1-23,GuestRoom319 Thermal Zone,4834.542,5043.929,-99996,14,12.2,-99996,,,
GuestRoom320_323_SZAC CoilClg,BaseSys1 CoilClg-24,DirectExpansion,BaseZnSys1-24,GuestRoom320_323 Thermal Zone,4406.989,4597.858,-99996,14,12.2,-99996,,,
GuestRoom324_SZAC CoilClg,BaseSys1 CoilClg-25,DirectExpansion,BaseZnSys1-25,GuestRoom324 Thermal Zone,4815.162,5023.71,-99996,14,12.2,-99996,,,
GuestRoom401_SZAC CoilClg,BaseSys1 CoilClg-26,DirectExpansion,BaseZnSys1-26,GuestRoom401 Thermal Zone,8129.645,8481.745,-99996,14,12.2,-99996,,,
GuestRoom402_405_SZAC CoilClg,BaseSys1 CoilClg-27,DirectExpansion,BaseZnSys1-27,GuestRoom402_405 Thermal Zone,6014.065,6274.538,-99996,14,12.2,-99996,,,
GuestRoom406_408_SZAC CoilClg,BaseSys1 CoilClg-28,DirectExpansion,BaseZnSys1-28,GuestRoom406_408 Thermal Zone,6612.987,6899.399,-99996,14,12.2,-99996,,,
GuestRoom409_412_SZAC CoilClg,BaseSys1 CoilClg-29,DirectExpansion,BaseZnSys1-29,GuestRoom409_412 Thermal Zone,5994.11,6253.718,-99996,14,12.2,-99996,,,
GuestRoom413_SZAC CoilClg,BaseSys1 CoilClg-30,DirectExpansion,BaseZnSys1-30,GuestRoom413 Thermal Zone,6179.634,6447.278,-99996,14,12.2,-99996,,,
GuestRoom414_SZAC CoilClg,BaseSys1 CoilClg-31,DirectExpansion,BaseZnSys1-31,GuestRoom414 Thermal Zone,5604.271,5846.995,-99996,14,12.2,-99996,,,
GuestRoom415_418_SZAC CoilClg,BaseSys1 CoilClg-32,DirectExpansion,BaseZnSys1-32,GuestRoom415_418 Thermal Zone,5408.834,5643.094,-99996,14,12.2,-99996,,,
GuestRoom419_SZAC CoilClg,BaseSys1 CoilClg-33,DirectExpansion,BaseZnSys1-33,GuestRoom419 Thermal Zone,5555.048,5795.64,-99996,14,12.2,-99996,,,
GuestRoom420_423_SZAC CoilClg,BaseSys1 CoilClg-34,DirectExpansion,BaseZnSys1-34,GuestRoom420_423 Thermal Zone,5397.381,5631.145,-99996,14,12.2,-99996,,,
GuestRoom424_SZAC CoilClg,BaseSys1 CoilClg-35,DirectExpansion,BaseZnSys1-35,GuestRoom424 Thermal Zone,5518.958,5757.988,-99996,14,12.2,-99996,,,
ENDTABLE,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012CoilHtg,,,,,,,,,,,,,
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,,,,
;,,,,,(Btu/hr),(Btu/hr),( gpm),,,,,,
BaseSys5 CoilHtg,BaseSys5 CoilHtg,HotWater,BaseAirSys5,UNDEFINED,72865.175,72865.175,3.64187,-99996,-99996,,,,
BaseSys5 CoilHtg-2,BaseSys5 CoilHtg-2,HotWater,BaseAirSys5-2,UNDEFINED,9193.75,9193.75,0.45951,-99996,-99996,,,,
BaseSys5 CoilHtg-3,BaseSys5 CoilHtg-3,HotWater,BaseAirSys5-3,UNDEFINED,9363.587,9363.587,0.468,-99996,-99996,,,,
BaseSys5 CoilHtg-4,BaseSys5 CoilHtg-4,HotWater,BaseAirSys5-4,UNDEFINED,12414.95,12414.95,0.62051,-99996,-99996,,,,
GuestRoom101_SZAC CoilHtg,BaseSys1 CoilHtg,Furnace,BaseZnSys1,GuestRoom101 Thermal Zone,6776.1,6776.1,0,0.8,0.81,,,,
GuestRoom102_SZAC CoilHtg,BaseSys1 CoilHtg-2,Furnace,BaseZnSys1-2,GuestRoom102 Thermal Zone,6808.387,6808.387,0,0.8,0.81,,,,
GuestRoom103_SZAC CoilHtg,BaseSys1 CoilHtg-3,Furnace,BaseZnSys1-3,GuestRoom103 Thermal Zone,6846.838,6846.838,0,0.8,0.81,,,,
GuestRoom104_SZAC CoilHtg,BaseSys1 CoilHtg-4,Furnace,BaseZnSys1-4,GuestRoom104 Thermal Zone,6845.075,6845.075,0,0.8,0.81,,,,
GuestRoom105_SZAC CoilHtg,BaseSys1 CoilHtg-5,Furnace,BaseZnSys1-5,GuestRoom105 Thermal Zone,6791.938,6791.938,0,0.8,0.81,,,,
GuestRoom201_SZAC CoilHtg,BaseSys1 CoilHtg-6,Furnace,BaseZnSys1-6,GuestRoom201 Thermal Zone,6789.05,6789.05,0,0.8,0.81,,,,
GuestRoom202_205_SZAC CoilHtg,BaseSys1 CoilHtg-7,Furnace,BaseZnSys1-7,GuestRoom202_205 Thermal Zone,5214.075,5214.075,0,0.8,0.81,,,,
GuestRoom206_208_SZAC CoilHtg,BaseSys1 CoilHtg-8,Furnace,BaseZnSys1-8,GuestRoom206_208 Thermal Zone,5628.779,5628.779,0,0.8,0.81,,,,
GuestRoom209_212_SZAC CoilHtg,BaseSys1 CoilHtg-9,Furnace,BaseZnSys1-9,GuestRoom209_212 Thermal Zone,5177.863,5177.863,0,0.8,0.81,,,,
GuestRoom213_SZAC CoilHtg,BaseSys1 CoilHtg-10,Furnace,BaseZnSys1-10,GuestRoom213 Thermal Zone,5735.775,5735.775,0,0.8,0.81,,,,
GuestRoom214_SZAC CoilHtg,BaseSys1 CoilHtg-11,Furnace,BaseZnSys1-11,GuestRoom214 Thermal Zone,5737.513,5737.513,0,0.8,0.81,,,,
GuestRoom215_218_SZAC CoilHtg,BaseSys1 CoilHtg-12,Furnace,BaseZnSys1-12,GuestRoom215_218 Thermal Zone,5163.784,5163.784,0,0.8,0.81,,,,
GuestRoom219_SZAC CoilHtg,BaseSys1 CoilHtg-13,Furnace,BaseZnSys1-13,GuestRoom219 Thermal Zone,5648.262,5648.262,0,0.8,0.81,,,,
GuestRoom220_223_SZAC CoilHtg,BaseSys1 CoilHtg-14,Furnace,BaseZnSys1-14,GuestRoom220_223 Thermal Zone,5106.909,5106.909,0,0.8,0.81,,,,
GuestRoom224_SZAC CoilHtg,BaseSys1 CoilHtg-15,Furnace,BaseZnSys1-15,GuestRoom224 Thermal Zone,5625.262,5625.262,0,0.8,0.81,,,,
GuestRoom301_SZAC CoilHtg,BaseSys1 CoilHtg-16,Furnace,BaseZnSys1-16,GuestRoom301 Thermal Zone,6996.7,6996.7,0,0.8,0.81,,,,
GuestRoom302_305_SZAC CoilHtg,BaseSys1 CoilHtg-17,Furnace,BaseZnSys1-17,GuestRoom302_305 Thermal Zone,5347.828,5347.828,0,0.8,0.81,,,,
GuestRoom306_308_SZAC CoilHtg,BaseSys1 CoilHtg-18,Furnace,BaseZnSys1-18,GuestRoom306_308 Thermal Zone,5837.342,5837.342,0,0.8,0.81,,,,
GuestRoom309_312_SZAC CoilHtg,BaseSys1 CoilHtg-19,Furnace,BaseZnSys1-19,GuestRoom309_312 Thermal Zone,5324.928,5324.928,0,0.8,0.81,,,,
GuestRoom313_SZAC CoilHtg,BaseSys1 CoilHtg-20,Furnace,BaseZnSys1-20,GuestRoom313 Thermal Zone,5814.2,5814.2,0,0.8,0.81,,,,
GuestRoom314_SZAC CoilHtg,BaseSys1 CoilHtg-21,Furnace,BaseZnSys1-21,GuestRoom314 Thermal Zone,5816.087,5816.087,0,0.8,0.81,,,,
GuestRoom315_318_SZAC CoilHtg,BaseSys1 CoilHtg-22,Furnace,BaseZnSys1-22,GuestRoom315_318 Thermal Zone,5317.641,5317.641,0,0.8,0.81,,,,
GuestRoom319_SZAC CoilHtg,BaseSys1 CoilHtg-23,Furnace,BaseZnSys1-23,GuestRoom319 Thermal Zone,5763.863,5763.863,0,0.8,0.81,,,,
GuestRoom320_323_SZAC CoilHtg,BaseSys1 CoilHtg-24,Furnace,BaseZnSys1-24,GuestRoom320_323 Thermal Zone,5254.116,5254.116,0,0.8,0.81,,,,
GuestRoom324_SZAC CoilHtg,BaseSys1 CoilHtg-25,Furnace,BaseZnSys1-25,GuestRoom324 Thermal Zone,5740.738,5740.738,0,0.8,0.81,,,,
GuestRoom401_SZAC CoilHtg,BaseSys1 CoilHtg-26,Furnace,BaseZnSys1-26,GuestRoom401 Thermal Zone,7766.425,7766.425,0,0.8,0.81,,,,
GuestRoom402_405_SZAC CoilHtg,BaseSys1 CoilHtg-27,Furnace,BaseZnSys1-27,GuestRoom402_405 Thermal Zone,5759.647,5759.647,0,0.8,0.81,,,,
GuestRoom406_408_SZAC CoilHtg,BaseSys1 CoilHtg-28,Furnace,BaseZnSys1-28,GuestRoom406_408 Thermal Zone,6300.104,6300.104,0,0.8,0.81,,,,
GuestRoom409_412_SZAC CoilHtg,BaseSys1 CoilHtg-29,Furnace,BaseZnSys1-29,GuestRoom409_412 Thermal Zone,5730.287,5730.287,0,0.8,0.81,,,,
GuestRoom413_SZAC CoilHtg,BaseSys1 CoilHtg-30,Furnace,BaseZnSys1-30,GuestRoom413 Thermal Zone,6283.837,6283.837,0,0.8,0.81,,,,
GuestRoom414_SZAC CoilHtg,BaseSys1 CoilHtg-31,Furnace,BaseZnSys1-31,GuestRoom414 Thermal Zone,6289.15,6289.15,0,0.8,0.81,,,,
GuestRoom415_418_SZAC CoilHtg,BaseSys1 CoilHtg-32,Furnace,BaseZnSys1-32,GuestRoom415_418 Thermal Zone,5715.744,5715.744,0,0.8,0.81,,,,
GuestRoom419_SZAC CoilHtg,BaseSys1 CoilHtg-33,Furnace,BaseZnSys1-33,GuestRoom419 Thermal Zone,6282.688,6282.688,0,0.8,0.81,,,,
GuestRoom420_423_SZAC CoilHtg,BaseSys1 CoilHtg-34,Furnace,BaseZnSys1-34,GuestRoom420_423 Thermal Zone,5644.028,5644.028,0,0.8,0.81,,,,
GuestRoom424_SZAC CoilHtg,BaseSys1 CoilHtg-35,Furnace,BaseZnSys1-35,GuestRoom424 Thermal Zone,6248.737,6248.737,0,0.8,0.81,,,,
BaseVAVReheatCoil,BaseVAVBox CoilHtg,HotWater,BaseAirSys5,CorridorFlr1 Thermal Zone,39853.738,39853.738,1.99193,-99996,-99996,,,,
BaseVAVReheatCoil-5,BaseVAVBox CoilHtg-2,HotWater,BaseAirSys5,EmployeeLoungeFlr1 Thermal Zone,7763.725,7763.725,0.38804,-99996,-99996,,,,
BaseVAVReheatCoil-6,BaseVAVBox CoilHtg-3,HotWater,BaseAirSys5,ExerciseCenterFlr1 Thermal Zone,7511.1,7511.1,0.37541,-99996,-99996,,,,
BaseVAVReheatCoil-7,BaseVAVBox CoilHtg-4,HotWater,BaseAirSys5,FrontLoungeFlr1 Thermal Zone,38888.325,38888.325,1.94368,-99996,-99996,,,,
BaseVAVReheatCoil-8,BaseVAVBox CoilHtg-5,HotWater,BaseAirSys5,FrontOfficeFlr1 Thermal Zone,24441.05,24441.05,1.22159,-99996,-99996,,,,
BaseVAVReheatCoil-9,BaseVAVBox CoilHtg-6,HotWater,BaseAirSys5,LaundryRoomFlr1 Thermal Zone,18804.063,18804.063,0.93985,-99996,-99996,,,,
BaseVAVReheatCoil-10,BaseVAVBox CoilHtg-7,HotWater,BaseAirSys5,MechanicalRoomFlr1 Thermal Zone,7304.7,7304.7,0.3651,-99996,-99996,,,,
BaseVAVReheatCoil-11,BaseVAVBox CoilHtg-8,HotWater,BaseAirSys5,MeetingRoomFlr1 Thermal Zone,18380.412,18380.412,0.91867,-99996,-99996,,,,
BaseVAVReheatCoil-12,BaseVAVBox CoilHtg-9,HotWater,BaseAirSys5,FrontStairsFlr1 Thermal Zone,6987.7,6987.7,0.34925,-99996,-99996,,,,
BaseVAVReheatCoil-16,BaseVAVBox CoilHtg-10,HotWater,BaseAirSys5,FrontStorageFlr1 Thermal Zone,4056.475,4056.475,0.20275,-99996,-99996,,,,
BaseVAVReheatCoil-20,BaseVAVBox CoilHtg-11,HotWater,BaseAirSys5,RearStairsFlr1 Thermal Zone,7184.313,7184.313,0.35908,-99996,-99996,,,,
BaseVAVReheatCoil-24,BaseVAVBox CoilHtg-12,HotWater,BaseAirSys5,RearStorageFlr1 Thermal Zone,7180.988,7180.988,0.35891,-99996,-99996,,,,
BaseVAVReheatCoil-28,BaseVAVBox CoilHtg-13,HotWater,BaseAirSys5,RestroomFlr1 Thermal Zone,7167.487,7167.487,0.35824,-99996,-99996,,,,
BaseVAVReheatCoil-2,BaseVAVBox CoilHtg-14,HotWater,BaseAirSys5-2,CorridorFlr2 Thermal Zone,9317.175,9317.175,0.46568,-99996,-99996,,,,
BaseVAVReheatCoil-13,BaseVAVBox CoilHtg-15,HotWater,BaseAirSys5-2,FrontStairsFlr2 Thermal Zone,1591.175,1591.175,0.07953,-99996,-99996,,,,
BaseVAVReheatCoil-17,BaseVAVBox CoilHtg-16,HotWater,BaseAirSys5-2,FrontStorageFlr2 Thermal Zone,882.638,882.638,0.04412,-99996,-99996,,,,
BaseVAVReheatCoil-21,BaseVAVBox CoilHtg-17,HotWater,BaseAirSys5-2,RearStairsFlr2 Thermal Zone,1906.712,1906.712,0.0953,-99996,-99996,,,,
BaseVAVReheatCoil-25,BaseVAVBox CoilHtg-18,HotWater,BaseAirSys5-2,RearStorageFlr2 Thermal Zone,1904.638,1904.638,0.0952,-99996,-99996,,,,
BaseVAVReheatCoil-3,BaseVAVBox CoilHtg-19,HotWater,BaseAirSys5-3,CorridorFlr3 Thermal Zone,9447.688,9447.688,0.4722,-99996,-99996,,,,
BaseVAVReheatCoil-14,BaseVAVBox CoilHtg-20,HotWater,BaseAirSys5-3,FrontStairsFlr3 Thermal Zone,1541.287,1541.287,0.07704,-99996,-99996,,,,
BaseVAVReheatCoil-18,BaseVAVBox CoilHtg-21,HotWater,BaseAirSys5-3,FrontStorageFlr3 Thermal Zone,890.763,890.763,0.04452,-99996,-99996,,,,
BaseVAVReheatCoil-22,BaseVAVBox CoilHtg-22,HotWater,BaseAirSys5-3,RearStairsFlr3 Thermal Zone,1865.188,1865.188,0.09322,-99996,-99996,,,,
BaseVAVReheatCoil-26,BaseVAVBox CoilHtg-23,HotWater,BaseAirSys5-3,RearStorageFlr3 Thermal Zone,1863.05,1863.05,0.09312,-99996,-99996,,,,
BaseVAVReheatCoil-4,BaseVAVBox CoilHtg-24,HotWater,BaseAirSys5-4,CorridorFlr4 Thermal Zone,15189.662,15189.662,0.75919,-99996,-99996,,,,
BaseVAVReheatCoil-15,BaseVAVBox CoilHtg-25,HotWater,BaseAirSys5-4,FrontStairsFlr4 Thermal Zone,2026.55,2026.55,0.10129,-99996,-99996,,,,
BaseVAVReheatCoil-19,BaseVAVBox CoilHtg-26,HotWater,BaseAirSys5-4,FrontStorageFlr4 Thermal Zone,1343.988,1343.988,0.06717,-99996,-99996,,,,
BaseVAVReheatCoil-23,BaseVAVBox CoilHtg-27,HotWater,BaseAirSys5-4,RearStairsFlr4 Thermal Zone,2605.238,2605.238,0.13021,-99996,-99996,,,,
BaseVAVReheatCoil-27,BaseVAVBox CoilHtg-28,HotWater,BaseAirSys5-4,RearStorageFlr4 Thermal Zone,2602.5,2602.5,0.13008,-99996,-99996,,,,
ENDTABLE,,,,,,,,,,,,,
TABLE HotSmlCECStd22070012Fan,,,,,,,,,,,,,
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,
BaseSys5 Fan,BaseSys5 Fan,VariableSpeedDrive,BaseAirSys5,UNDEFINED,8516.888,1332.512,0.65,BrakeHorsePower,5.224,10.787,15,InAirStream,0.924
BaseSys5 Fan-2,BaseSys5 Fan-2,VariableSpeedDrive,BaseAirSys5-2,UNDEFINED,585.89,319.971,0.65,BrakeHorsePower,4.73,0.672,0.75,InAirStream,0.855
BaseSys5 Fan-3,BaseSys5 Fan-3,VariableSpeedDrive,BaseAirSys5-3,UNDEFINED,596.712,319.971,0.65,BrakeHorsePower,4.73,0.684,0.75,InAirStream,0.855
BaseSys5 Fan-4,BaseSys5 Fan-4,VariableSpeedDrive,BaseAirSys5-4,UNDEFINED,855.991,319.971,0.65,BrakeHorsePower,4.785,0.993,1,InAirStream,0.855
GuestRoom101_SZAC Fan,BaseSys1 Fan,ConstantVolume,BaseZnSys1,GuestRoom101 Thermal Zone,210.312,-99996,0.5,BrakeHorsePower,1.637,0.109,0.125,InAirStream,0.855
GuestRoom102_SZAC Fan,BaseSys1 Fan-2,ConstantVolume,BaseZnSys1-2,GuestRoom102 Thermal Zone,211.312,-99996,0.5,BrakeHorsePower,1.637,0.109,0.125,InAirStream,0.855
